Timestamp,Vid,Type,Title,Status,Size,Latency,FullRequest
12092827193,1620200001,HTTP,Recherche anormale,200,26514,230089586,https://34.244.75.167/events/search
12103782329,1620200003,HTTP,Recherche normale,200,26514,222399849,https://34.244.75.167/events/search
12118148717,1620200007,HTTP,Recherche normale,200,26514,231175706,https://34.244.75.167/events/search
12133696541,1620200005,HTTP,Recherche anormale,200,26514,240243518,https://34.244.75.167/events/search
12466171721,1620200000,HTTP,Recherche anormale,200,26514,237030217,https://34.244.75.167/events/search
12468159482,1620200009,HTTP,Recherche normale,200,26514,502933223,https://34.244.75.167/events/search
12468451917,1620200011,HTTP,Recherche normale,200,26514,515418705,https://34.244.75.167/events/search
12468682000,1620200008,HTTP,Recherche normale,200,26514,526013958,https://34.244.75.167/events/search
12469060228,1620200004,HTTP,Recherche anormale,200,26514,545157321,https://34.244.75.167/events/search
12000000000,,GLOBAL,,0,12,0,
12559532010,1620200010,HTTP,Recherche anormale,200,26514,578963282,https://34.244.75.167/events/search
12612711173,1620200002,HTTP,Recherche anormale,200,26514,522470661,https://34.244.75.167/events/search
12638487598,1620200006,HTTP,Recherche anormale,200,26514,584487938,https://34.244.75.167/events/search
13148612328,1620200003,HTTP,Recherche anormale,200,26514,1044345814,https://34.244.75.167/events/search
13149624383,1620200001,HTTP,Recherche normale,200,26514,1055375930,https://34.244.75.167/events/search
13149762809,1620200007,HTTP,Recherche anormale,200,26514,1030904110,https://34.244.75.167/events/search
13150447292,1620200005,HTTP,Recherche normale,200,26514,1015665169,https://34.244.75.167/events/search
13214411265,1620200000,HTTP,Recherche normale,200,26514,747560394,https://34.244.75.167/events/search
13228539163,1620200008,HTTP,Recherche anormale,200,26514,759535219,https://34.244.75.167/events/search
13231019395,1620200011,HTTP,Recherche anormale,200,26514,762368949,https://34.244.75.167/events/search
13238717928,1620200009,HTTP,Recherche anormale,200,26514,770366881,https://34.244.75.167/events/search
13247224170,1620200012,HTTP,Recherche normale,200,26514,764079885,https://34.244.75.167/events/search
13250040003,1620200004,HTTP,Recherche normale,200,26514,780675800,https://34.244.75.167/events/search
13279483740,1620200010,HTTP,Recherche normale,200,26514,719278279,https://34.244.75.167/events/search
13467171814,1620200002,HTTP,Recherche normale,200,26514,854011176,https://34.244.75.167/events/search
13468262782,1620200006,HTTP,Recherche normale,200,26514,829217368,https://34.244.75.167/events/search
13000000000,,GLOBAL,,0,13,0,
13549495162,1620200003,HTTP,Recherche normale,200,26514,400559576,https://34.244.75.167/events/search
13593936307,1620200008,HTTP,Recherche normale,200,26514,364870331,https://34.244.75.167/events/search
13598055102,1620200000,HTTP,Recherche anormale,200,26514,383318018,https://34.244.75.167/events/search
13603442021,1620200011,HTTP,Recherche normale,200,26514,372065532,https://34.244.75.167/events/search
13633755546,1620200007,HTTP,Recherche normale,200,26514,483647157,https://34.244.75.167/events/search
13637871154,1620200001,HTTP,Recherche anormale,200,26514,487961720,https://34.244.75.167/events/search
13643734052,1620200005,HTTP,Recherche anormale,200,26514,492844015,https://34.244.75.167/events/search
13674338902,1620200009,HTTP,Recherche normale,200,26514,435283892,https://34.244.75.167/events/search
13675839113,1620200004,HTTP,Recherche anormale,200,26514,424741353,https://34.244.75.167/events/search
13682057274,1620200012,HTTP,Recherche anormale,200,26514,434508130,https://34.244.75.167/events/search
13694212284,1620200010,HTTP,Recherche anormale,200,26514,414394629,https://34.244.75.167/events/search
13717773368,1620200002,HTTP,Recherche anormale,200,26514,250384061,https://34.244.75.167/events/search
13730119187,1620200006,HTTP,Recherche anormale,200,26514,261542708,https://34.244.75.167/events/search
13778315833,1620200013,HTTP,Recherche normale,200,26514,293298678,https://34.244.75.167/events/search
13806754720,1620200003,HTTP,Recherche anormale,200,26514,256992001,https://34.244.75.167/events/search
13840267208,1620200000,HTTP,Recherche normale,200,26514,241880332,https://34.244.75.167/events/search
13840286241,1620200008,HTTP,Recherche anormale,200,26514,245769360,https://34.244.75.167/events/search
13863702809,1620200011,HTTP,Recherche anormale,200,26514,259963156,https://34.244.75.167/events/search
13880555675,1620200007,HTTP,Recherche anormale,200,26514,246524257,https://34.244.75.167/events/search
13885515063,1620200001,HTTP,Recherche normale,200,26514,246764436,https://34.244.75.167/events/search
13889478772,1620200005,HTTP,Recherche normale,200,26514,245459238,https://34.244.75.167/events/search
13913302252,1620200009,HTTP,Recherche anormale,200,26514,238619997,https://34.244.75.167/events/search
13932558647,1620200004,HTTP,Recherche normale,200,26514,256538456,https://34.244.75.167/events/search
