Timestamp,Vid,Type,Title,Status,Size,Latency
162262426,1747100000,HTTP,Page 1,200,17,161665471
326435933,1747100000,HTTP,Page 2,200,11,163804501
677750730,1747100000,HTTP,Page SSL,200,8083,349365266
